fração_id,condominio,bloco,andar,porta,tipo_fracao,area_m2,quota_mensal,proprietario_nome,proprietario_nif,data_aquisicao,valor_aquisicao,situacao
FR1147,Quinta das Palmeiras,A,0,0C,T2,81.8,78.05,Jorge Neves Gomes,260959908,2024-03-07,152477.48,Vazia
FR1770,Residencial Atlântico,A,1,1D,T 3,117.1,141.1,Teresa Marques Fonseca,297366813,2017-08-08,93068.39,Arrendada
FR0135,Condomínio Central,A,4,4B,T 3,114.6,182.66,Luis Raposo Marques,189367226,2021-12-15,206923.1,Ocupada
FR1389,Jardins da Cidade,Sul,5,5F,T2,75.2,71.95,Alexandra Oliveira Ribeiro,257838291,2008-04-25,86988.05,Arrendada
FR1436,Residencial Atlântico,C,4,4C,T3,131.3,162.49,Paula Costa Machado,296640101,2013-07-25,155712.38,Ocupada
FR1995,Jardins da Cidade,Sul,1,1C,T1,68.8,85.54,Filipa Costa Soares,187073073,2022-01-18,141015.12,Vazia
FR2038,Residencial Atlântico,C,7,7F,T2,93.1,100.87,Alexandra Ferreira Reis,271585407,2011-12-27,114747.18,Arrendada
FR2243,Quinta das Palmeiras,A,1,1C,T4,159.8,158.61,Bruno Rocha Simões,238976592,2005-12-28,103445.45,Vazia
FR1550,Residencial Atlântico,c,4,4B,T2,75.3,95.19,Beatriz Teixeira Matos,239533376,2011-03-05,128776.52,Em obras
FR0684,Quinta das Palmeiras,A,4,4D,T1,68.1,73.52,Raquel Ferreira Jesus,295807188,2021-01-17,165298.01,Arrendada
FR0901,residencial atlântico,C,7,7A,T3,111.0,133.21,Catarina Oliveira Correia,151726942,2008-10-26,159969.52,Vazia
FR1115,Residencial Atlântico,B,2,2D,T2,92.1,116.0,Vítor Reis Ribeiro,272113845,2018-05-21,173963.43,Arrendada
FR0174,Torres do Sol,Torre1,2,2C,T2,87.9,162.17,José Gomes Gomes,256162065,2007-09-16,89782.51,Arrendada
FR2126,Quinta das Palmeiras,A,0,0F,T2,95.9,95.3,José Soares Cunha,196361529,2021-11-06,226750.8,Ocupada
FR0874,Residencial Atlântico,A,6,6C,T2,80.3,97.0,José Santos Rodrigues,226335692,2006-11-19,93112.43,Arrendada
FR0203,Vila Verde,a,3,3E,T2,89.8,73.27,Sofia Ribeiro Costa,296230769,2013-06-22,221388.96,Ocupada
FR2422,Residencial Atlântico,c,0,0A,T2,77.5,94.94,Raquel Oliveira Rodrigues,00000000,2016-12-09,118068.99,Em obras
FR1233,Residencial Atlântico,B,6,6A,T1,65.9,78.0,Tiago Coelho Martins,123938980,2011/03/15,116833.34,Ocupada
FR1135,Residencial Atlântico,C,4,4D,T2,83.2,97.76,Sofia Raposo Carvalho,225279157,2014.11.05,144222.98,Ocupada
FR1572,Torres do Sol,Torre1,9,9C,T2,75.0,135.5,Joana Coelho Mendes,277325389,2011-03-16,88872.86,Arrendada
FR0151,Quinta das Palmeiras,A,2,2C,T1,50.7,57.79,Inês Antunes Cunha,279922355,2024-10-02,108665.28,
FR1373,Quinta das Palmeiras,B,3,3E,T1,47.6,40.02,Paulo Santos Antunes,144338016,2011-08-13,31023.8,VAZIA
FR2001,Residencial Atlântico,c,5,5F,T1,69.4,81.83,Hugo Mendes Mendes,222600950,2007-07-11,65469.08,Arrendada
FR0305,Vila Verde,a,4,4E,T2,86.1,56.9,Fernando Raposo Cruz,160793694,2015-05-06,109824.35,Ocupada
FR1475,Condomínio Central,D,7,7C,T0,39.0,65.01,Inês Fonseca Antunes,219246960,2018-02-08,55177.91,Ocupada
FR0054,Jardins da Cidade,norte,-1,G44,Garagem,89.4,99.21,Jorge Mendes Mendes,165387850,2021-07-10,111354.98,Arrendada
FR0201,Torres do Sol,Torre 2,2,2D,T3,138.6,255.0,Rui Oliveira Ferreira,161993888,2012-06-25,175892.4,Vazia
FR1666,Vila Verde,A,0,0E,T0,31.3,32.83,Fernando Cardoso Mendes,250674746,2010-09-27,48912.54,Arrendada
FR0367,VILA VERDE,A,3,3D,T1,58.2,57.48,Tiago Marques Rodrigues,269427764,2011-09-28,67008.59,VAZIA
FR1864,Vila Verde,A,2,2C,T0,40.1,27.9,Jorge Teixeira Machado,102710379,2011-08-27,34892.61,Vazia
FR0723,Torres do Sol,Torre1,8,8C,T1,62.6,124.21,Marta Correia Pereira,244428191,2017-08-08,87678.76,Arrendada
FR2440,Quinta das Palmeiras,b,1,1B,T2,93.2,96.49,Daniela Oliveira Simões,177141521,2020-11-13,222397.57,Ocupada
FR2268,Residencial Atlântico,A,1,1C,T2,97.3,123.96,Paula Sousa Santos,158174812,2008-04-23,104810.33,Ocupada
FR0599,Condomínio Central,B,8,8B,T3,112.9,161.03,Manuel Ramos Cruz,258009477,2019-01-18,144511.23,Ocupada
FR1100,Torres do Sol,Torre 1,9,9B,T3,113.1,204.59,Pedro Correia Pires,244203046,2006-01-13,157366.94,Vazia
FR0061,Torres do Sol,Torre 2,0,0E,T2,77.7,143.57,Francisco Rocha Pires,106316379,2006-03-27,38108.79,Ocupada
FR1886,Torres do Sol,Torre1,6,6A,T2,73.0,126.24,Alexandra  Martins  Carvalho,267347827,2024-04-21,161266.0,Ocupada
FR0893,Residencial Atlântico,A,1,1A,T1,54.0,60.47,Catarina Silva Ferreira,187219374,2019-05-15,69984.89,Vazia
FR2202,Torres do Sol,Torre1,7,7F,T1,64.7,118.83,Mariana Costa Rodrigues,163399065,2010-01-16,45859.4,Arrendada
FR1422,Residencial Atlântico,C,2,2A,T3,112.9,129.41,Isabel Sousa Gomes,274307017,2014-09-10,241056.0,Arrendada
FR1828,Vila Verde,A,3,3A,T3,115.3,89.63,Fernando Rocha Gonçalves,203392696,2021-04-26,284796.39,Vazia
FR0464,Quinta das Palmeiras,b,3,3F,T3,102.6,102.01,Sara Santos Pinto,143217534,2016-08-11,161810.19,Vazia
FR0932,Quinta das Palmeiras,B,2,2D,T4,179.4,179.96,Teresa Ferreira Rodrigues,101365907,2009-05-02,229757.35,Arrendada
FR1343,Quinta das Palmeiras,B,0,0D,T2,87.8,83.57,Manuel Matos Rocha,164982540,2018-10-14,98153.02,Arrendada
FR1541,Jardins da Cidade,Sul,-1,G79,Garagem,78.9,84.75,Luis Antunes Coelho,119067788,2008-03-10,54882.03,Ocupada
FR0912,Quinta das Palmeiras,A,5,5F,T3,103.6,111.74,Mónica Moreira Oliveira,120103725,2015-04-08,,Ocupada
FR1964,Jardins da Cidade,Sul,4,4A,T1,53.7,54.57,Cristina Sousa Martins,176136248,2011-04-25,76615.56,Em obras
FR1338,Condomínio Central,C,0,G86,Garagem,79.8,0.0,SOFIA RIBEIRO COSTA,169120755,2009-05-05,63623.44,arrendada
FR0412,Condomínio Central,A,7,7C,T2,73.4,107.69,Daniela Ramos Ribeiro,107503946,2017-12-31,112109.4,Em obras
FR0002,Residencial Atlântico,A,7,7E,T1,56.1,58.59,Joana Pinto Simões,139257710,2007-04-21,57330.55,Ocupada
FR1171,Vila Verde,A,0,0B,T1,61.0,42.5,ricardo sousa alves,154556666,2018-10-05,129656.46,Ocupada
FR1088,Vila Verde,A,2,2A,T3,133.3,107.01,Beatriz Antunes Machado,149550841,2009-06-07,,Ocupada
FR2159,Jardins da Cidade,norte,-1,G23,Garagem,71.7,0.0,Hugo Nunes Teixeira,276092688,2023-05-26,103489.08,Arrendada
FR1947,Torres do Sol,Torre1,5,5D,T3,124.8,216.21,Vasco Cardoso Pereira,144981374,2009-12-05,103829.16,Ocupada
FR2331,Residencial Atlântico,C,2,2A,T0,42.4,46.53,Sofia Machado Cruz,226080675,2021-11-26,85301.18,Arrendada
FR2480,Residencial Atlântico,B,0,Loja D,Loja,76.0,92.37,Carlos Simões Simões,181062105,2020-10-10,117802.69,Vazia
FR2456,Quinta das Palmeiras,b,1,1A,T2,98.9,97.97,Carla Lopes Cardoso,176187438,2010-02-04,94351.82,Ocupada
FR1479,Torres do Sol,Torre 2,5,5B,T2,93.9,165.12,Isabel Monteiro Jesus,178323427,2010-04-20,45928.06,Vazia
FR0372,Jardins da Cidade,Norte,4,4E,T2,99.8,115.06,Marco Cunha Machado,172895265,2007-01-06,90387.19,Ocupada
FR2468,Quinta das Palmeiras,B,5,5D,T3,116.8,120.91,Mónica Coelho Monteiro,251110675,2022-11-30,244323.46,Em obras
FR0122,Quinta das Palmeiras,A,4,4E,T2,77.4,84.76,Tiago Simões Ramos,12345678,2006-04-30,76829.69,
FR1205,Vila Verde,a,1,1B,T3,136.4,112.45,José Vieira Simões,104110196,2013-12-05,231841.93,Ocupada
FR2253,Residencial Atlântico,c,1,1E,T2,86.7,93.55,Vítor Matos Santos,146409525,2013-02-08,129109.82,Arrendada
FR2034,Residencial Atlântico,A,7,7D,T1,53.8,61.8,Fernando Correia Coelho,167694554,2017-04-30,50463.07,Vazia
FR0785,Torres do Sol,Torre 1,8,8A,T2,85.5,157.09,José Jesus Raposo,169224934,2015-03-01,182022.49,Arrendada
FR2481,Torres do Sol,Torre1,0,Loja D,Loja,86.5,159.69,Fernando Fonseca Fernandes,107834810,2011-07-27,119455.14,Arrendada
FR0036,Vila Verde,A,-1,G68,Garagem,73.1,63.65,Filipa Mendes Antunes,298783363,2020-07-16,118063.36,Vazia
FR0966,Residencial Atlântico,C,3,3C,T2,87.3,101.79,António Pereira Mendes,225542577,2006-05-29,75836.5,Ocupada
FR1617,Vila Verde,A,-1,G24,Garagem,95.7,78.65,Sofia Nunes Matos,131398652,2025-08-28,163920.16,Em obras
FR0857,Torres do Sol,Torre1,9,9A,T1,55.8,102.06,Fernando Jesus Costa,143913296,2024-10-31,116444.64,Ocupada
FR0794,Quinta das Palmeiras,B,3,3F,T2,94.6,105.29,Vasco Soares Monteiro,195695826,2024-01-27,266330.13,Vazia
FR2247,Torres do Sol,Torre 1,7,7D,T1,69.6,123.59,João Pires Alves,184949787,2020-01-15,122466.84,Arrendada
FR1921,Quinta das Palmeiras,b,3,3C,T2,70.5,75.56,Teresa Marques Santos,186752846,2019-01-04,129834.78,Ocupada
FR2472,Torres do Sol,Torre 1,10,10B,T2,90.3,155.66,Alexandra Coelho Rodrigues,227578350,2017-06-23,176105.33,
FR1407,Quinta das Palmeiras,A,2,2B,T2,85.1,90.56,Tiago Carvalho Costa,241946399,2006-04-06,65760.29,Arrendada
FR1087,Vila Verde,A,0,0D,T2,92.2,70.96,Ana Ferreira Nunes,236623136,2015-11-12,127390.59,Arrendada
FR0626,Quinta das Palmeiras,b,0,Loja D,Loja,70.7,66.14,António Monteiro Martins,270660233,2022-08-30,117181.29,Ocupada
FR2230,Torres do Sol,Torre 1,8,8C,T1,63.0,111.11,Vítor Pires Reis,293410549,2017-06-06,93125.48,vazia
FR0328,Condomínio Central,C,0,0F,T3,129.9,195.29,Tiago Cruz Gomes,216968725,2013-07-19,180659.04,Arrendada
FR2334,Condomínio Central,C,6,6E,T2,82.1,128.59,João Neves Raposo,170900669,2020-07-09,156597.53,Arrendada
FR2279,Jardins da Cidade,Norte,2,2E,T2,82.3,85.6,Marco Vieira Gomes,134885206,2014-02-14,86727.66,Ocupada
FR2134,Jardins da Cidade,norte,5,5C,T2,73.8,76.71,Raquel Cardoso Ramos,113659515,2017/06/14,101357.6,Em obras
FR1543,Vila Verde,A,-1,G46,Garagem,83.7,56.97,Rui Correia Carvalho,200290519,2018-06-25,126299.58,Ocupada
FR0817,Condomínio Central,D,6,6F,T3,125.4,182.08,Catarina Costa Ribeiro,219323797,2020-03-04,253792.35,Arrendada
FR1059,Torres do Sol,Torre1,6,6F,T4,144.5,258.33,Beatriz Pires Oliveira,220843089,2010-05-24,148339.9,Ocupada
FR2157,Torres do Sol,Torre 1,1,1C,T3,120.8,218.56,Isabel Pereira Pires,187524188,2023-12-06,126384.67,Arrendada
FR0468,residencial atlântico,c,7,7E,T2,92.8,111.51,Bruno Simões Sousa,259912877,2025-01-30,116381.22,Vazia
FR2231,Torres do Sol,Torre 2,7,7A,T3,119.6,212.21,Mariana Pires Pereira,203668126,2023-08-21,311061.48,Ocupada
FR0176,Residencial Atlântico,C,6,6C,T4,170.7,208.06,Gonçalo Machado Lopes,114630309,2014-09-20,195114.36,Ocupada
FR0102,condomínio central,C,7,7F,T2,83.1,129.32,Patrícia Raposo Pires,130289605,2005-12-16,87236.65,Em obras
FR0707,Vila Verde,a,2,2A,T2,86.3,67.12,Rosa Fonseca Rocha,216752600,2005-10-23,59380.44,Em obras
FR0766,Condomínio Central,B,10,10F,T1,47.0,70.63,Luis Jesus Alves,159202646,2020-03-19,,Arrendada
FR1979,Vila Verde,a,3,3D,T2,83.5,66.8,Carlos Coelho Neves,293573506,2014-12-11,131031.6,Ocupada
FR0063,Quinta das Palmeiras,b,6,6D,T2,85.4,82.63,Ana Fonseca Pinto,170055142,2008-12-13,67980.95,Ocupada
FR0079,Torres do Sol,Torre 2,11,11E,T0,34.1,57.32,Marta Pinto Neves,230883878,2013-10-06,52506.76,Ocupada
FR0764,Torres do Sol,Torre 1,6,6B,T1,46.7,81.42,Carla Matos Cunha,247747664,2018-01-20,79720.42,
FR1131,Torres do Sol,Torre1,1,1A,T2,77.0,133.04,Teresa Coelho Soares,292706100,2009-05-31,98021.48,OCUPADA
FR0387,Condomínio Central,D,2,2D,T0,40.7,57.72,Miguel Nunes Antunes,141068111,26/01/2025,50768.83,Ocupada
FR1417,Jardins da Cidade,Norte,7,7D,T-3,124.1,134.29,Helena Monteiro Rocha,274925911,2007-10-10,107877.15,Em obras
FR1383,Quinta das Palmeiras,B,3,3B,T2,71.3,72.77,Rosa Carvalho Simões,228092475,2017-06-20,,Ocupada
FR1618,Quinta das Palmeiras,B,3,3C,T2,74.8,75.7,Sara Ramos Rodrigues,180506495,2020-03-31,112517.71,ARRENDADA
FR1352,Condomínio Central,B,9,9C,T2,75.9,109.71,Vasco Ribeiro Sousa,231794439,2007-09-18,77039.32,Arrendada
FR0745,Torres do Sol,Torre 1,12,12E,T2,90.9,168.9,Gonçalo Reis Matos,173978834,,131143.94,Ocupada
FR0809,Residencial Atlântico,c,5,5B,T3,108.7,129.35,diogo cardoso santos,175658050,2013-03-18,179797.15,Ocupada
FR2005,Torres do Sol,Torre 2,0,0B,T2,77.9,139.09,Manuel Moreira Simões,147906037,2015-05-09,109547.47,Ocupada
FR0259,Torres do Sol,Torre 2,3,3E,T2,96.0,181.31,Maria Teixeira Rodrigues,178347614,2010-03-08,76221.83,Arrendada
FR0458,Torres do Sol,Torre 1,-1,G23,Garagem,76.0,134.7,Miguel Vieira Costa,215261680,2024-02-28,192660.43,Arrendada
FR1522,Vila Verde,A,1,1D,T2,76.1,0.0,Ricardo Cardoso Oliveira,163143892,2013-09-20,80887.03,Vazia
FR1139,Quinta das Palmeiras,B,2,2D,T3,125.2,121.86,fernando jesus jesus,211562405,2010-03-14,159694.98,Vazia
FR1029,Jardins da Cidade,Sul,6,6B,T2,72.2,78.02,Cristina Teixeira Cruz,113465751,2010-02-05,99541.57,Arrendada
FR1640,Residencial Atlântico,B,0,G18,Garagem,91.6,102.73,Isabel Sousa Martins,175697840,2024-03-26,196968.75,Ocupada
FR2007,Jardins da Cidade,Sul,6,6F,T2,77.2,84.42,André Lopes Sousa,186483880,2006-02-04,42356.0,Arrendada
FR1145,Torres do Sol,Torre 2,10,10C,T2,83.1,15191.999999999998,Daniela Simões Cunha,266694128,2023-11-16,213859.24,Vazia
FR0923,Quinta das Palmeiras,B,6,6C,T2,91.2,78.43,Marta Jesus Carvalho,216628633,2006-11-06,63936.18,Arrendada
FR0922,Residencial Atlântico,c,3,3D,T4,153.4,186.38,Manuel Gonçalves Jesus,192027613,2015-05-08,249788.93,Ocupada
FR0600,Jardins da Cidade,Norte,2,2F,T2,72.4,85.89,Inês Costa Fonseca,160182260,2009-08-01,54977.89,Arrendada
FR2223,Condomínio Central,C,10,10F,T2,81.5,119.41,Helena Cardoso Gonçalves,193203033,2017-09-22,185681.45,Arrendada
FR1019,Residencial Atlântico,B,2,2D,T1,52.2,61.76,Gonçalo Cardoso Gonçalves,154393572,2009-11-27,30610.69,Vazia
FR1335,Residencial Atlântico,C,7,7D,T2,75.5,89.33,Nuno Neves Raposo,277320481,2020-03-25,189113.55,Ocupada
FR1053,Torres do Sol,Torre1,0,0F,T4,187.6,336.34,Isabel Carvalho Cardoso,155010689,2025-06-16,498604.92,Ocupada
FR0863,Residencial Atlântico,c,7,7F,T3,116.1,145.85,Maria Correia Costa,163947334,2012-08-19,121390.79,Em obras
FR1030,Torres do Sol,Torre 1,10,10C,T2,83.5,144.87,Hugo Nunes Soares,207303241,2021-03-23,143643.73,Arrendada
FR0944,Vila Verde,A,2,2B,T1,67.6,43.6,Teresa Martins Raposo,129572842,2024-05-13,71460.68,Ocupada
FR0690,Vila Verde,A,4,4C,T3,116.3,96.03,José Ferreira Carvalho,212354306,2012-04-28,213355.94,Ocupada
FR0898,Quinta das Palmeiras,A,-1,G35,Garagem,98.6,102.53,André Vieira Sousa,141203794,2019-12-16,124668.66,Arrendada
FR1122,Jardins da Cidade,norte,0,0D,T3,132.0,148.96,Isabel Carvalho Soares,151167553,2013-08-01,104021.73,Arrendada
FR2150,Torres do Sol,Torre 1,8,8D,T1,45.8,72.5,Ricardo Gonçalves Cunha,173656576,2014-03-02,80430.32,Ocupada
FR0014,Torres do Sol,Torre 2,10,10D,T3,128.5,235.46,Nuno Fernandes Fonseca,230515385,2013-11-19,184310.06,Ocupada
FR2125,Torres do Sol,Torre 1,11,11C,T1,54.3,93.75,Mariana Monteiro Almeida,200332647,2016-01-26,79496.55,Ocupada
FR0831,Jardins da Cidade,norte,7,7C,T2,87.3,94.45,Carlos Pereira Lopes,179713712,2023-02-03,90058.55,Ocupada
FR1084,Residencial Atlântico,A,3,3B,T3,115.6,134.38,Isabel Sousa Martins,172582322,2016-01-27,263659.43,ARRENDADA
FR1778,Residencial Atlântico,c,4,4F,T3,116.7,138.99,Luis Ferreira Rodrigues,239219734,2007-12-31,85557.35,Ocupada
FR2470,Jardins da Cidade,Sul,5,5F,T1,,61.11,Sofia Teixeira Rocha,110774955,2017-03-22,82886.52,Ocupada
FR0732,Condomínio Central,C,5,5A,T2,97.0,148.23,Miguel Machado Oliveira,264642852,2014-02-25,56822.51,Vazia
FR0928,Condomínio Central,C,10,10F,T2,94.1,148.53,Beatriz Jesus Fonseca,236850869,2010-07-08,141503.75,Ocupada
FR1349,Residencial Atlântico,C,3,3E,T0,40.4,49.49,José Raposo Teixeira,275689855,2014-09-11,69688.63,Ocupada
FR1186,Torres do Sol,Torre 2,11,11A,T2,99.0,179.65,Tiago Costa Martins,266818572,2006-06-01,85365.84,Ocupada
FR1882,Condomínio Central,A,0,0C,T0,41.0,60.88,Beatriz Neves Monteiro,251297744,2009-02-12,21709.63,Ocupada
FR0444,Residencial Atlântico,A,6,6D,T1,59.2,75.54,Marta Moreira Sousa,130031125,2022-07-03,177946.78,Vazia
FR0007,Residencial Atlântico,C,0,0E,T2,86.7,102.49,Manuel Marques Rodrigues,101405605,2013-11-05,98386.31,Arrendada
FR0325,Residencial Atlântico,C,0,Loja C,Loja,93.2,120.41,Carla Fonseca Ramos,223242296,2013-05-27,113185.09,Arrendada
FR0925,Jardins da Cidade,Sul,-1,G40,Garagem,74.3,0.0,Paulo Jesus Alves,207004726,2005-10-22,,Vazia
FR1496,Condomínio Central,D,8,8C,T4,186.4,280.2,Carlos Vieira Fonseca,118790941,2008-04-04,172937.21,Ocupada
FR2010,Residencial Atlântico,c,7,7C,T1,50.1,60.04,André Oliveira Carvalho,146848545,2014-03-04,72837.24,Ocupada
FR2242,Vila Verde,A,1,1C,T1,53.4,39.44,Paulo Reis Machado,229844890,2017-01-08,96273.83,Ocupada
FR2053,Quinta das Palmeiras,A,-1,G27,Garagem,-85.1,81.5,Nuno Martins Pinto,12345678,2006-09-08,,Vazia
FR1107,Vila Verde,a,1,1C,T1,56.9,43.3,Bruno Fernandes Mendes,134235417,2016-12-17,98627.57,Ocupada
FR0754,Vila Verde,a,4,4A,T3,119.6,89.27,Paulo Fernandes Neves,262027914,2023-10-14,259485.32,Ocupada
FR1808,Torres do Sol,Torre1,3,3E,T1,59.4,111.61,Beatriz Gomes Fernandes,193744826,2021-01-08,113095.28,Ocupada
FR2208,Torres do Sol,Torre1,1,1E,T1,55.6,91.99,Tiago Silva Coelho,207760738,2012-04-06,81188.11,Vazia
FR0248,Vila Verde,a,2,2E,T3,119.3,100.16,Diogo Monteiro Lopes,207017294,2021-06-07,205613.97,Ocupada
FR0241,Torres do Sol,Torre1,5,5A,T2,81.6,150.1,Hugo Nunes Silva,230263714,2020-01-02,128023.9,Ocupada
FR0534,Residencial Atlântico,c,3,3B,T3,128.9,167.84,Carlos Oliveira Coelho,215964801,2012-02-18,156137.25,Arrendada
FR0544,Vila Verde,a,3,3A,T1,50.2,41.66,José Silva Correia,225503843,2017-04-12,67902.69,Vazia
FR0635,Jardins da Cidade,Sul,3,3E,T3,108.1,123.29,Gonçalo Cunha Fernandes,202325070,2014-04-10,117023.88,Arrendada
FR2337,Condomínio Central,C,-1,G9,Garagem,94.2,136.57,Manuel Rodrigues Coelho,218710710,2015-05-27,123746.39,Ocupada
FR2109,Condomínio Central,A,7,7B,T2,80.3,116.66,ROSA RIBEIRO RAMOS,164479390,2009-03-30,82177.59,Arrendada
FR1034,Torres do Sol,Torre 1,1,1D,T2,77.4,148.73,António Rodrigues Cruz,167064665,2007-09-22,69585.87,Ocupada
FR1591,Vila Verde,A,4,4E,T3,135.1,108.01,Mónica Gonçalves Rocha,199683431,2015-08-11,189043.46,Ocupada
FR1395,Residencial Atlântico,c,5,5A,T0,,0.0,André Santos Martins,214738587,2015-08-18,66104.61,Arrendada
FR2080,Vila Verde,a,3,3C,T2,73.0,56.56,Luis Moreira Ribeiro,141570605,2013-01-08,98281.53,Ocupada
FR2466,Jardins da Cidade,norte,2,2C,T1,57.0,65.89,  Pedro Monteiro Cunha  ,186247256,,98738.77,Arrendada
FR1592,Residencial Atlântico,A,3,3B,T2,92.1,105.67,Marco Jesus Coelho,153104811,2006-06-02,98150.49,Ocupada
FR1363,Quinta das Palmeiras,A,6,6A,T2,72.9,74.28,Diogo Raposo Fonseca,156026798,2011-11-14,112935.45,vazia
FR2061,Quinta das Palmeiras,B,-1,G23,Garagem,75.7,71.47,Ana Sousa Jesus,168034568,2025-03-18,118839.58,Arrendada
FR1243,Vila Verde,A,0,0D,T2,80.2,66.41,Catarina Carvalho Pinto,136024405,2018-02-03,159984.25,Em obras
FR2054,Residencial Atlântico,A,7,7C,T2,90.3,109.48,Manuel Santos Oliveira,123758821,2022-07-06,84440.26,Vazia
FR0354,Condomínio Central,B,6,6A,T2,88.3,134.96,Cristina Ramos Jesus,110972736,2012-04-13,79226.97,Ocupada
FR1949,Torres do Sol,Torre 2,9,9A,T1,55.0,105.08,Francisco Machado Almeida,158439144,2006-04-06,69151.45,Vazia
FR1596,Vila Verde,a,0,0F,T0,41.9,23.47,Paula Jesus Costa,242378500,2021-08-29,79921.43,Ocupada
FR1309,Residencial Atlântico,C,5,5C,T3,106.3,125.82,Maria Ribeiro Pires,201031687,2021-08-13,194088.11,Ocupada
FR0724,Quinta das Palmeiras,A,2,2E,T3,135.7,124.33,Bruno Fernandes Mendes,142140660,2024-03-29,294215.62,Arrendada
FR0962,Jardins da Cidade,Norte,0,0C,T4,153.0,162.48,Paula Carvalho Rodrigues,186300122,2019-03-25,385817.86,Ocupada
FR0989,Residencial Atlântico,A,4,4E,T1,54.0,61.6,Carla Ribeiro Soares,243823455,2022-04-30,107665.56,Arrendada
FR1386,Quinta das Palmeiras,B,1,1F,T1,58.0,53.58,Patrícia Cunha Ferreira,183304825,2008-06-18,82476.5,Arrendada
FR1038,Torres do Sol,Torre 2,10,10A,T2,78.5,0.0,Jorge Mendes Rocha,288398979,,103525.49,Ocupada
FR1690,Jardins da Cidade,norte,0,Loja B,Loja,76.1,79.91,Bruno Simões Fonseca,126809291,,102805.98,Arrendada
FR1419,Torres do Sol,Torre 1,9,9A,T3,126.1,231.63,Tiago Cruz Teixeira,102564301,2009-01-23,133200.31,Vazia
FR1883,Residencial Atlântico,B,5,5E,T1,,71.14,Paula Costa Reis,227510544,2017-03-02,82338.37,Arrendada
FR0513,Torres do Sol,Torre 1,3,3D,T2,70.8,120.57,Vítor Pinto Almeida,276815468,2019-11-26,60756.45,Arrendada
FR1140,Quinta das Palmeiras,b,5,5A,T1,52.1,54.85,Joana Raposo Cunha,171172379,,50653.11,Ocupada
FR0660,Vila Verde,a,-1,G34,Garagem,78.1,64.26,Marco Pires Fernandes,104836630,2005-10-05,7346.85,Arrendada
FR1099,Torres do Sol,Torre 1,5,5E,T2,84.9,148.83,Patrícia Monteiro Gomes,221619178,2021-05-17,196762.91,Em obras
FR0811,Residencial Atlântico,c,5,5A,T3,124.2,151.15,Marco Alves Moreira,133606669,2008-01-11,109911.19,Ocupada
FR0137,Condomínio Central,D,3,3A,T3,132.2,199.16,Sofia Almeida Carvalho,1302291722,2020-04-01,222677.07,Arrendada
FR1262,Vila Verde,a,1,1A,T2,84.2,65.2,Rui Machado Moreira,00000000,2008-07-12,102205.15,Em obras
FR0204,Condomínio Central,C,9,9F,T1,49.1,74.12,Mónica Rodrigues Antunes,172491290,2013-05-24,85183.39,Vazia
FR2323,Vila Verde,a,3,3A,T2,75.4,62.13,Isabel Almeida Gonçalves,284251713,2009-07-01,92195.06,Arrendada
FR1639,Quinta das Palmeiras,A,3,3B,T2,87.0,92.37,Carlos Cunha Carvalho,238430567,2021-11-01,129621.27,Ocupada
FR1237,Residencial Atlântico,A,4,4F,T3,120.7,146.98,Diogo Coelho Marques,120155836,2008-04-02,94245.19,OCUPADA
FR2121,Torres do Sol,Torre 1,6,6C,T1,53.6,88.82,Marco Nunes Correia,282992868,2020-02-21,130700.48,Arrendada
FR1275,Torres do Sol,Torre 2,0,G72,Garagem,84.7,142.56,Carla Moreira Simões,272127848,2015-01-08,90463.54,Arrendada
FR1308,Residencial Atlântico,B,2,2D,T1,48.0,60.21,Rita Carvalho Ribeiro,103117769,2024-08-30,133759.12,Ocupada
FR1962,Residencial Atlântico,C,8,8B,T3,129.0,148.83,Alexandra Cruz Jesus,170829623,2020-06-24,216328.54,Ocupada
FR1672,Condomínio Central,C,8,8A,T2,84.9,129.27,Isabel Gomes Teixeira,228734496,2022-06-12,200277.44,Ocupada
FR0890,Torres do Sol,Torre 1,6,6C,T2,96.9,168.59,João Moreira Antunes,242161674,2022-10-05,165105.08,Ocupada
FR0751,Residencial Atlântico,c,0,Loja D,Loja,89.0,100.13,João Fernandes Monteiro,158183949,2010-02-22,93103.82,Arrendada
FR1348,Jardins da Cidade,Sul,5,5D,T2,84.3,97.46,Manuel Ramos Mendes,287156448,2007-08-24,94622.29,Em obras
FR1564,condomínio central,C,4,4B,T1,49.3,75.55,Beatriz Pinto Oliveira,277782869,2024/06/13,122809.12,Ocupada
FR0815,Condomínio Central,D,-1,G78,Garagem,73.2,113.93,André Reis Carvalho,117546989,2018-12-17,117542.23,Arrendada
FR0706,Vila Verde,a,4,4D,T2,87.5,78.94,Sara Costa Rocha,190388216,2025-02-09,209910.23,Em obras
FR1190,Torres do Sol,Torre 1,11,11E,T1,69.3,127.8,  Hugo Pereira Simões  ,229432731,2014-05-29,125027.37,Ocupada
FR0558,Quinta das Palmeiras,b,6,6E,T2,71.8,74.16,José Rodrigues Antunes,278646396,2023-06-25,136634.38,Arrendada
FR2295,Quinta das Palmeiras,b,1,1F,T2,89.5,84.6,André Cunha Neves,121642195,2012-01-01,100037.4,Ocupada
FR2143,Vila Verde,A,2,2E,T3,122.6,101.56,Paulo Teixeira Neves,242949222,2010-12-19,150025.62,Arrendada
